"gender","decade","speaker","word","preceding","stress","following","foll.broad","traj","duration","measurement.no","f1","f2","f3"
"M",1970,"70-O-m03","year","i","full","D","coronal","1316-70-O-m03-edia__207.498-210.027.wav",0.283135296,4,312.3552699,2115.099485,2573.827677
"M",1970,"70-O-m03","year","i","full","D","coronal","1316-70-O-m03-edia__207.498-210.027.wav",0.283135296,5,337.2372415,2036.52281,2559.62125
"M",1970,"70-O-m03","year","i","full","D","coronal","1316-70-O-m03-edia__207.498-210.027.wav",0.283135296,6,346.9762013,1750.572082,2482.837529
"M",1970,"70-O-m03","year","i","full","D","coronal","1316-70-O-m03-edia__207.498-210.027.wav",0.283135296,7,369.9283883,1567.505721,2448.512586
"M",1970,"70-O-m03","year","i","full","D","coronal","1316-70-O-m03-edia__207.498-210.027.wav",0.283135296,8,316.4024246,1384.439359,2433.981272
"M",1970,"70-O-m03","year","i","full","D","coronal","1316-70-O-m03-edia__207.498-210.027.wav",0.283135296,9,333.1887882,1350.114416,2414.187643
"M",1970,"70-O-m03","year","i","full","D","coronal","1316-70-O-m03-edia__207.498-210.027.wav",0.283135296,10,292.3556519,1337.405433,2425.629291
"M",1970,"70-O-m03","brother","V","full","d","coronal","1317-70-O-m03-edia__219.548-222.657.wav",0.270160281,0,522.4242551,1367.453442,2379.8627
"M",1970,"70-O-m03","brother","V","full","d","coronal","1317-70-O-m03-edia__219.548-222.657.wav",0.270160281,1,531.8713864,1350.114416,2391.304348
"M",1970,"70-O-m03","brother","V","full","d","coronal","1317-70-O-m03-edia__219.548-222.657.wav",0.270160281,2,503.4324943,1327.231121,2368.421053
"M",1970,"70-O-m03","brother","V","full","d","coronal","1317-70-O-m03-edia__219.548-222.657.wav",0.270160281,3,458.1395142,1287.658965,2283.082306
"M",1970,"70-O-m03","brother","V","full","d","coronal","1317-70-O-m03-edia__219.548-222.657.wav",0.270160281,4,423.3409611,1249.794697,2082.379863
"M",1970,"70-O-m03","brother","V","full","d","coronal","1317-70-O-m03-edia__219.548-222.657.wav",0.270160281,5,400.4576659,1292.906178,2070.938215
"M",1970,"70-O-m03","brother","V","full","d","coronal","1317-70-O-m03-edia__219.548-222.657.wav",0.270160281,6,389.0160183,1304.347826,2070.938215
"M",1970,"70-O-m03","brother","V","full","d","coronal","1317-70-O-m03-edia__219.548-222.657.wav",0.270160281,7,389.0160183,1395.881007,2048.05492
"M",1970,"70-O-m03","brother","V","full","d","coronal","1317-70-O-m03-edia__219.548-222.657.wav",0.270160281,8,377.5743707,1418.764302,2002.28833
"M",1970,"70-O-m03","brother","V","full","d","coronal","1317-70-O-m03-edia__219.548-222.657.wav",0.270160281,9,343.2494279,1407.322654,2002.28833
"M",1970,"70-O-m03","brother","V","full","d","coronal","1317-70-O-m03-edia__219.548-222.657.wav",0.270160281,10,343.2494279,1372.997712,2059.496568
"M",1970,"70-O-m03","never","@","schwa","m","labial","1318-70-O-m03-edia__224.379-226.313.wav",0.137423908,0,308.9244851,1372.997712,2276.887872
"M",1970,"70-O-m03","never","@","schwa","m","labial","1318-70-O-m03-edia__224.379-226.313.wav",0.137423908,1,301.136522,1332.102701,2276.887872
"M",1970,"70-O-m03","never","@","schwa","m","labial","1318-70-O-m03-edia__224.379-226.313.wav",0.137423908,2,274.5995423,1297.449083,2276.887872
"M",1970,"70-O-m03","never","@","schwa","m","labial","1318-70-O-m03-edia__224.379-226.313.wav",0.137423908,3,274.5995423,1281.464531,2242.562929
"M",1970,"70-O-m03","never","@","schwa","m","labial","1318-70-O-m03-edia__224.379-226.313.wav",0.137423908,4,331.8077803,1281.464531,2231.121281
"M",1970,"70-O-m03","never","@","schwa","m","labial","1318-70-O-m03-edia__224.379-226.313.wav",0.137423908,5,331.8077803,1304.347826,2231.121281
"M",1970,"70-O-m03","never","@","schwa","m","labial","1318-70-O-m03-edia__224.379-226.313.wav",0.137423908,6,320.3661327,1327.231121,2219.679634
"M",1970,"70-O-m03","never","@","schwa","m","labial","1318-70-O-m03-edia__224.379-226.313.wav",0.137423908,7,308.9244851,1327.231121,2185.354691
"M",1970,"70-O-m03","never","@","schwa","m","labial","1318-70-O-m03-edia__224.379-226.313.wav",0.137423908,8,308.9244851,1315.789474,2139.588101
"M",1970,"70-O-m03","never","@","schwa","m","labial","1318-70-O-m03-edia__224.379-226.313.wav",0.137423908,9,320.3661327,1315.789474,2112.21729
"M",1970,"70-O-m03","never","@","schwa","m","labial","1318-70-O-m03-edia__224.379-226.313.wav",0.137423908,10,331.8077803,1315.789474,2093.82151
"M",1970,"70-O-m03","sister","@","schwa","p","labial","1319-70-O-m03-edia__229.255-231.037.wav",0.17566778,0,270.1410243,1680.882414,2517.162471
"M",1970,"70-O-m03","sister","@","schwa","p","labial","1319-70-O-m03-edia__229.255-231.037.wav",0.17566778,1,286.0411899,1616.815466,2494.279176
"M",1970,"70-O-m03","sister","@","schwa","p","labial","1319-70-O-m03-edia__229.255-231.037.wav",0.17566778,2,389.0160183,1487.414188,2494.279176
"M",1970,"70-O-m03","sister","@","schwa","p","labial","1319-70-O-m03-edia__229.255-231.037.wav",0.17566778,3,389.0160183,1400.165019,2494.279176
"M",1970,"70-O-m03","sister","@","schwa","p","labial","1319-70-O-m03-edia__229.255-231.037.wav",0.17566778,4,389.0160183,1395.881007,2471.395881
"M",1970,"70-O-m03","sister","@","schwa","p","labial","1319-70-O-m03-edia__229.255-231.037.wav",0.17566778,5,389.0160183,1430.20595,2459.954233
"M",1970,"70-O-m03","sister","@","schwa","p","labial","1319-70-O-m03-edia__229.255-231.037.wav",0.17566778,6,354.6910755,1453.089245,2459.954233
"M",1970,"70-O-m03","sister","@","schwa","p","labial","1319-70-O-m03-edia__229.255-231.037.wav",0.17566778,7,366.1327231,1475.97254,2459.954233
"M",1970,"70-O-m03","sister","@","schwa","p","labial","1319-70-O-m03-edia__229.255-231.037.wav",0.17566778,8,377.5743707,1475.97254,2471.395881
"M",1970,"70-O-m03","sister","@","schwa","p","labial","1319-70-O-m03-edia__229.255-231.037.wav",0.17566778,9,400.4576659,1475.97254,2471.395881
"M",1970,"70-O-m03","sister","@","schwa","p","labial","1319-70-O-m03-edia__229.255-231.037.wav",0.17566778,10,400.4576659,1487.414188,2448.512586
"M",1970,"70-O-m03","sister","@","schwa","s","coronal","1320-70-O-m03-edia__243.769-245.791.wav",0.116935714,0,286.0411899,1683.996463,2368.421053
"M",1970,"70-O-m03","sister","@","schwa","s","coronal","1320-70-O-m03-edia__243.769-245.791.wav",0.116935714,1,286.0411899,1618.971344,2402.745995
"M",1970,"70-O-m03","sister","@","schwa","s","coronal","1320-70-O-m03-edia__243.769-245.791.wav",0.116935714,2,286.0411899,1589.04357,2447.834505
"M",1970,"70-O-m03","sister","@","schwa","s","coronal","1320-70-O-m03-edia__243.769-245.791.wav",0.116935714,3,286.0411899,1578.947368,2505.720824
"M",1970,"70-O-m03","sister","@","schwa","s","coronal","1320-70-O-m03-edia__243.769-245.791.wav",0.116935714,4,308.9244851,1539.204912,2505.720824
"M",1970,"70-O-m03","sister","@","schwa","s","coronal","1320-70-O-m03-edia__243.769-245.791.wav",0.116935714,5,331.8077803,1487.414188,2505.720824
"M",1970,"70-O-m03","sister","@","schwa","s","coronal","1320-70-O-m03-edia__243.769-245.791.wav",0.116935714,6,354.6910755,1450.416614,2476.60139
"M",1970,"70-O-m03","sister","@","schwa","s","coronal","1320-70-O-m03-edia__243.769-245.791.wav",0.116935714,7,340.6924002,1441.24455,2379.190955
"M",1970,"70-O-m03","sister","@","schwa","s","coronal","1320-70-O-m03-edia__243.769-245.791.wav",0.116935714,8,286.0411899,1384.439359,2289.117858
"M",1970,"70-O-m03","sister","@","schwa","s","coronal","1320-70-O-m03-edia__243.769-245.791.wav",0.116935714,9,274.5995423,1384.439359,2174.271928
"M",1970,"70-O-m03","sister","@","schwa","s","coronal","1320-70-O-m03-edia__243.769-245.791.wav",0.116935714,10,228.8329519,1384.439359,2139.588101
"M",1970,"70-O-m03","were","@","schwa","none","none","1321-70-O-m03-edia__275.314-276.406.wav",0.235869834,0,263.1578947,1453.089245,2265.446224
"M",1970,"70-O-m03","were","@","schwa","none","none","1321-70-O-m03-edia__275.314-276.406.wav",0.235869834,1,297.4828375,1379.568687,2254.004577
"M",1970,"70-O-m03","were","@","schwa","none","none","1321-70-O-m03-edia__275.314-276.406.wav",0.235869834,2,299.4640906,1338.672769,2217.058993
"M",1970,"70-O-m03","were","@","schwa","none","none","1321-70-O-m03-edia__275.314-276.406.wav",0.235869834,3,331.8077803,1247.139588,2176.637542
"M",1970,"70-O-m03","were","@","schwa","none","none","1321-70-O-m03-edia__275.314-276.406.wav",0.235869834,4,354.6910755,1212.814645,2040.410857
"M",1970,"70-O-m03","were","@","schwa","none","none","1321-70-O-m03-edia__275.314-276.406.wav",0.235869834,5,343.2494279,1247.139588,2048.05492
"M",1970,"70-O-m03","were","@","schwa","none","none","1321-70-O-m03-edia__275.314-276.406.wav",0.235869834,6,331.8077803,1247.139588,2126.197795
"M",1970,"70-O-m03","were","@","schwa","none","none","1321-70-O-m03-edia__275.314-276.406.wav",0.235869834,7,308.9244851,1247.139588,2242.562929
"M",1970,"70-O-m03","were","@","schwa","none","none","1321-70-O-m03-edia__275.314-276.406.wav",0.235869834,8,274.5995423,1273.737034,2254.004577
"M",1970,"70-O-m03","were","@","schwa","none","none","1321-70-O-m03-edia__275.314-276.406.wav",0.235869834,9,251.7162471,1281.464531,2219.679634
"M",1970,"70-O-m03","were","@","schwa","none","none","1321-70-O-m03-edia__275.314-276.406.wav",0.235869834,10,251.7162471,1277.507278,2151.029748
"M",1970,"70-O-m03","other","@","schwa","b","labial","1322-70-O-m03-edia__280.960-284.173.wav",0.189495442,0,469.1075515,1233.294608,2242.562929
"M",1970,"70-O-m03","other","@","schwa","b","labial","1322-70-O-m03-edia__280.960-284.173.wav",0.189495442,1,480.5491991,1247.139588,2242.562929
"M",1970,"70-O-m03","other","@","schwa","b","labial","1322-70-O-m03-edia__280.960-284.173.wav",0.189495442,2,480.5491991,1247.139588,2231.121281
"M",1970,"70-O-m03","other","@","schwa","b","labial","1322-70-O-m03-edia__280.960-284.173.wav",0.189495442,3,490.4611181,1247.139588,2173.913043
"M",1970,"70-O-m03","other","@","schwa","b","labial","1322-70-O-m03-edia__280.960-284.173.wav",0.189495442,4,537.7574371,1235.697941,2129.152019
"M",1970,"70-O-m03","other","@","schwa","b","labial","1322-70-O-m03-edia__280.960-284.173.wav",0.189495442,5,537.7574371,1224.256293,2116.704805
"M",1970,"70-O-m03","other","@","schwa","b","labial","1322-70-O-m03-edia__280.960-284.173.wav",0.189495442,6,549.1990847,1235.697941,2116.704805
"M",1970,"70-O-m03","other","@","schwa","b","labial","1322-70-O-m03-edia__280.960-284.173.wav",0.189495442,7,537.7574371,1224.256293,2056.090638
"M",1970,"70-O-m03","other","@","schwa","b","labial","1322-70-O-m03-edia__280.960-284.173.wav",0.189495442,8,537.7574371,1224.256293,2013.729977
"M",1970,"70-O-m03","other","@","schwa","b","labial","1322-70-O-m03-edia__280.960-284.173.wav",0.189495442,9,537.7574371,1224.256293,1990.846682
"M",1970,"70-O-m03","other","@","schwa","b","labial","1322-70-O-m03-edia__280.960-284.173.wav",0.189495442,10,549.1990847,1235.697941,1957.123317
"M",1970,"70-O-m03","for","$","full","p","labial","1323-70-O-m03-edia__285.567-288.929.wav",0.24915779,0,186.5977087,1132.723112,2086.032296
"M",1970,"70-O-m03","for","$","full","p","labial","1323-70-O-m03-edia__285.567-288.929.wav",0.24915779,1,354.6910755,1109.839817,2185.354691
"M",1970,"70-O-m03","for","$","full","p","labial","1323-70-O-m03-edia__285.567-288.929.wav",0.24915779,2,434.7826087,1075.514874,2196.796339
"M",1970,"70-O-m03","for","$","full","p","labial","1323-70-O-m03-edia__285.567-288.929.wav",0.24915779,3,457.6659039,1115.089284,2232.834861
"M",1970,"70-O-m03","for","$","full","p","labial","1323-70-O-m03-edia__285.567-288.929.wav",0.24915779,4,434.7826087,1121.281465,2093.82151
"M",1970,"70-O-m03","for","$","full","p","labial","1323-70-O-m03-edia__285.567-288.929.wav",0.24915779,5,434.7826087,1144.16476,2097.186022
"M",1970,"70-O-m03","for","$","full","p","labial","1323-70-O-m03-edia__285.567-288.929.wav",0.24915779,6,434.7826087,1144.16476,2025.171625
"M",1970,"70-O-m03","for","$","full","p","labial","1323-70-O-m03-edia__285.567-288.929.wav",0.24915779,7,434.7826087,1178.489703,1933.638444
"M",1970,"70-O-m03","for","$","full","p","labial","1323-70-O-m03-edia__285.567-288.929.wav",0.24915779,8,434.7826087,1189.93135,1910.755149
"M",1970,"70-O-m03","for","$","full","p","labial","1323-70-O-m03-edia__285.567-288.929.wav",0.24915779,9,469.1075515,1201.372998,1830.663616
"M",1970,"70-O-m03","for","$","full","p","labial","1323-70-O-m03-edia__285.567-288.929.wav",0.24915779,10,472.8523606,1201.372998,1807.78032
"M",1970,"70-O-m03","her","@","schwa","E","unrounded.vowel","1325-70-O-m03-edia__329.798-332.478.wav",0.198867842,0,263.1578947,1178.489703,2254.004577
"M",1970,"70-O-m03","her","@","schwa","E","unrounded.vowel","1325-70-O-m03-edia__329.798-332.478.wav",0.198867842,1,373.3744318,1144.16476,2219.679634
"M",1970,"70-O-m03","her","@","schwa","E","unrounded.vowel","1325-70-O-m03-edia__329.798-332.478.wav",0.198867842,2,434.7826087,1132.723112,2219.679634
"M",1970,"70-O-m03","her","@","schwa","E","unrounded.vowel","1325-70-O-m03-edia__329.798-332.478.wav",0.198867842,3,434.7826087,1144.16476,2208.237986
"M",1970,"70-O-m03","her","@","schwa","E","unrounded.vowel","1325-70-O-m03-edia__329.798-332.478.wav",0.198867842,4,423.3409611,1132.723112,2208.237986
"M",1970,"70-O-m03","her","@","schwa","E","unrounded.vowel","1325-70-O-m03-edia__329.798-332.478.wav",0.198867842,5,423.3409611,1132.723112,2219.679634
"M",1970,"70-O-m03","her","@","schwa","E","unrounded.vowel","1325-70-O-m03-edia__329.798-332.478.wav",0.198867842,6,400.4576659,1121.281465,2239.817997
"M",1970,"70-O-m03","her","@","schwa","E","unrounded.vowel","1325-70-O-m03-edia__329.798-332.478.wav",0.198867842,7,400.4576659,1155.606407,2242.562929
"M",1970,"70-O-m03","her","@","schwa","E","unrounded.vowel","1325-70-O-m03-edia__329.798-332.478.wav",0.198867842,8,377.5743707,1247.139588,2242.562929
"M",1970,"70-O-m03","her","@","schwa","E","unrounded.vowel","1325-70-O-m03-edia__329.798-332.478.wav",0.198867842,9,366.1327231,1291.582899,2242.562929
"M",1970,"70-O-m03","her","@","schwa","E","unrounded.vowel","1325-70-O-m03-edia__329.798-332.478.wav",0.198867842,10,344.0853726,1294.617166,2231.121281
"M",1970,"70-O-m03","father","@","schwa","h","glottal","1326-70-O-m03-edia__334.197-335.865.wav",0.123046696,0,537.7574371,1384.439359,2326.460078
"M",1970,"70-O-m03","father","@","schwa","h","glottal","1326-70-O-m03-edia__334.197-335.865.wav",0.123046696,1,491.9908467,1395.881007,2322.654462
"M",1970,"70-O-m03","father","@","schwa","h","glottal","1326-70-O-m03-edia__334.197-335.865.wav",0.123046696,2,480.5491991,1384.439359,2356.979405
"M",1970,"70-O-m03","father","@","schwa","h","glottal","1326-70-O-m03-edia__334.197-335.865.wav",0.123046696,3,469.1075515,1361.556064,2355.048355
"M",1970,"70-O-m03","father","@","schwa","h","glottal","1326-70-O-m03-edia__334.197-335.865.wav",0.123046696,4,480.5491991,1350.114416,2345.537757
"M",1970,"70-O-m03","father","@","schwa","h","glottal","1326-70-O-m03-edia__334.197-335.865.wav",0.123046696,5,503.4324943,1327.231121,2300.287212
"M",1970,"70-O-m03","father","@","schwa","h","glottal","1326-70-O-m03-edia__334.197-335.865.wav",0.123046696,6,537.7574371,1327.231121,2265.446224
"M",1970,"70-O-m03","father","@","schwa","h","glottal","1326-70-O-m03-edia__334.197-335.865.wav",0.123046696,7,572.0823799,1330.863657,2242.562929
"M",1970,"70-O-m03","father","@","schwa","h","glottal","1326-70-O-m03-edia__334.197-335.865.wav",0.123046696,8,572.0823799,1405.497055,2242.562929
"M",1970,"70-O-m03","father","@","schwa","h","glottal","1326-70-O-m03-edia__334.197-335.865.wav",0.123046696,9,572.0823799,1446.625894,2231.121281
"M",1970,"70-O-m03","father","@","schwa","h","glottal","1326-70-O-m03-edia__334.197-335.865.wav",0.123046696,10,572.3038819,1510.297483,2219.679634
"M",1970,"70-O-m03","paper","@","schwa","@","unrounded.vowel","1327-70-O-m03-edia__337.351-341.214.wav",0.11100921,0,496.5921642,1351.270911,2299.771167
"M",1970,"70-O-m03","paper","@","schwa","@","unrounded.vowel","1327-70-O-m03-edia__337.351-341.214.wav",0.11100921,1,491.9908467,1338.672769,2322.654462
"M",1970,"70-O-m03","paper","@","schwa","@","unrounded.vowel","1327-70-O-m03-edia__337.351-341.214.wav",0.11100921,2,526.3157895,1338.672769,2287.525657
"M",1970,"70-O-m03","paper","@","schwa","@","unrounded.vowel","1327-70-O-m03-edia__337.351-341.214.wav",0.11100921,3,514.8741419,1337.110329,2216.08939
"M",1970,"70-O-m03","paper","@","schwa","@","unrounded.vowel","1327-70-O-m03-edia__337.351-341.214.wav",0.11100921,4,514.8741419,1361.556064,2309.605089
"M",1970,"70-O-m03","paper","@","schwa","@","unrounded.vowel","1327-70-O-m03-edia__337.351-341.214.wav",0.11100921,5,503.4324943,1363.035844,2322.654462
"M",1970,"70-O-m03","paper","@","schwa","@","unrounded.vowel","1327-70-O-m03-edia__337.351-341.214.wav",0.11100921,6,503.4324943,1372.997712,2265.446224
"M",1970,"70-O-m03","paper","@","schwa","@","unrounded.vowel","1327-70-O-m03-edia__337.351-341.214.wav",0.11100921,7,503.4324943,1372.997712,2255.429976
"M",1970,"70-O-m03","paper","@","schwa","@","unrounded.vowel","1327-70-O-m03-edia__337.351-341.214.wav",0.11100921,8,491.9908467,1338.672769,2240.718458
"M",1970,"70-O-m03","paper","@","schwa","@","unrounded.vowel","1327-70-O-m03-edia__337.351-341.214.wav",0.11100921,9,472.5358349,1338.672769,2219.679634
"M",1970,"70-O-m03","paper","@","schwa","@","unrounded.vowel","1327-70-O-m03-edia__337.351-341.214.wav",0.11100921,10,446.2242563,1338.804075,2219.679634
"M",1970,"70-O-m03","were","@","schwa","t","coronal","1328-70-O-m03-edia__381.896-387.819.wav",0.197127697,0,297.4828375,1098.398169,2208.237986
"M",1970,"70-O-m03","were","@","schwa","t","coronal","1328-70-O-m03-edia__381.896-387.819.wav",0.197127697,1,286.0888633,1086.956522,2185.354691
"M",1970,"70-O-m03","were","@","schwa","t","coronal","1328-70-O-m03-edia__381.896-387.819.wav",0.197127697,2,320.3661327,1086.956522,2185.354691
"M",1970,"70-O-m03","were","@","schwa","t","coronal","1328-70-O-m03-edia__381.896-387.819.wav",0.197127697,3,320.3661327,1132.723112,2118.251226
"M",1970,"70-O-m03","were","@","schwa","t","coronal","1328-70-O-m03-edia__381.896-387.819.wav",0.197127697,4,308.9244851,1155.606407,2057.012427
"M",1970,"70-O-m03","were","@","schwa","t","coronal","1328-70-O-m03-edia__381.896-387.819.wav",0.197127697,5,251.7162471,1167.048055,2013.729977
"M",1970,"70-O-m03","were","@","schwa","t","coronal","1328-70-O-m03-edia__381.896-387.819.wav",0.197127697,6,205.9496568,1167.048055,2002.28833
"M",1970,"70-O-m03","were","@","schwa","t","coronal","1328-70-O-m03-edia__381.896-387.819.wav",0.197127697,7,205.9496568,1247.139588,2028.691821
"M",1970,"70-O-m03","were","@","schwa","t","coronal","1328-70-O-m03-edia__381.896-387.819.wav",0.197127697,8,205.9496568,1315.789474,2128.146453
"M",1970,"70-O-m03","were","@","schwa","t","coronal","1328-70-O-m03-edia__381.896-387.819.wav",0.197127697,9,228.8329519,1372.997712,2151.029748
"M",1970,"70-O-m03","were","@","schwa","t","coronal","1328-70-O-m03-edia__381.896-387.819.wav",0.197127697,10,171.624714,1384.439359,2162.471396
"M",1970,"70-O-m03","after","@","schwa","D","coronal","1330-70-O-m03-edia__419.065-421.975.wav",0.088154954,0,322.8976291,1378.51035,2299.771167
"M",1970,"70-O-m03","after","@","schwa","D","coronal","1330-70-O-m03-edia__419.065-421.975.wav",0.088154954,1,411.8993135,1335.296231,2299.771167
"M",1970,"70-O-m03","after","@","schwa","D","coronal","1330-70-O-m03-edia__419.065-421.975.wav",0.088154954,2,411.8993135,1327.231121,2299.771167
"M",1970,"70-O-m03","after","@","schwa","D","coronal","1330-70-O-m03-edia__419.065-421.975.wav",0.088154954,3,411.8993135,1332.296705,2299.771167
"M",1970,"70-O-m03","after","@","schwa","D","coronal","1330-70-O-m03-edia__419.065-421.975.wav",0.088154954,4,411.1548604,1368.013331,2288.329519
"M",1970,"70-O-m03","after","@","schwa","D","coronal","1330-70-O-m03-edia__419.065-421.975.wav",0.088154954,5,377.5743707,1385.266249,2299.771167
"M",1970,"70-O-m03","after","@","schwa","D","coronal","1330-70-O-m03-edia__419.065-421.975.wav",0.088154954,6,366.1327231,1407.322654,2298.015458
"M",1970,"70-O-m03","after","@","schwa","D","coronal","1330-70-O-m03-edia__419.065-421.975.wav",0.088154954,7,366.1327231,1407.762876,2276.887872
"M",1970,"70-O-m03","after","@","schwa","D","coronal","1330-70-O-m03-edia__419.065-421.975.wav",0.088154954,8,354.6910755,1430.20595,2276.887872
"M",1970,"70-O-m03","after","@","schwa","D","coronal","1330-70-O-m03-edia__419.065-421.975.wav",0.088154954,9,354.6910755,1430.20595,2322.654462
"M",1970,"70-O-m03","after","@","schwa","D","coronal","1330-70-O-m03-edia__419.065-421.975.wav",0.088154954,10,354.6910755,1419.180693,2334.09611
"M",1970,"70-O-m03","for","@","schwa","@","unrounded.vowel","1331-70-O-m03-edia__421.975-424.926.wav",0.095844792,0,389.0160183,1373.711413,2128.146453
"M",1970,"70-O-m03","for","@","schwa","@","unrounded.vowel","1331-70-O-m03-edia__421.975-424.926.wav",0.095844792,1,389.0160183,1327.231121,2151.029748
"M",1970,"70-O-m03","for","@","schwa","@","unrounded.vowel","1331-70-O-m03-edia__421.975-424.926.wav",0.095844792,2,400.4576659,1315.789474,2151.029748
"M",1970,"70-O-m03","for","@","schwa","@","unrounded.vowel","1331-70-O-m03-edia__421.975-424.926.wav",0.095844792,3,411.8993135,1315.789474,2173.913043
"M",1970,"70-O-m03","for","@","schwa","@","unrounded.vowel","1331-70-O-m03-edia__421.975-424.926.wav",0.095844792,4,411.8993135,1315.789474,2176.265788
"M",1970,"70-O-m03","for","@","schwa","@","unrounded.vowel","1331-70-O-m03-edia__421.975-424.926.wav",0.095844792,5,411.8993135,1315.789474,2208.237986
"M",1970,"70-O-m03","for","@","schwa","@","unrounded.vowel","1331-70-O-m03-edia__421.975-424.926.wav",0.095844792,6,411.8993135,1315.789474,2254.004577
"M",1970,"70-O-m03","for","@","schwa","@","unrounded.vowel","1331-70-O-m03-edia__421.975-424.926.wav",0.095844792,7,411.8993135,1327.231121,2223.780454
"M",1970,"70-O-m03","for","@","schwa","@","unrounded.vowel","1331-70-O-m03-edia__421.975-424.926.wav",0.095844792,8,411.8993135,1338.672769,2196.796339
"M",1970,"70-O-m03","for","@","schwa","@","unrounded.vowel","1331-70-O-m03-edia__421.975-424.926.wav",0.095844792,9,411.8993135,1359.58962,2196.796339
"M",1970,"70-O-m03","for","@","schwa","@","unrounded.vowel","1331-70-O-m03-edia__421.975-424.926.wav",0.095844792,10,434.7826087,1361.556064,2185.354691
"M",1970,"70-O-m03","their","@","schwa","s","coronal","1332-70-O-m03-edia__434.146-437.946.wav",0.106291994,0,300.447119,1498.855835,2423.17477
"M",1970,"70-O-m03","their","@","schwa","s","coronal","1332-70-O-m03-edia__434.146-437.946.wav",0.106291994,1,274.5995423,1425.067646,2459.954233
"M",1970,"70-O-m03","their","@","schwa","s","coronal","1332-70-O-m03-edia__434.146-437.946.wav",0.106291994,2,274.5995423,1350.114416,2459.954233
"M",1970,"70-O-m03","their","@","schwa","s","coronal","1332-70-O-m03-edia__434.146-437.946.wav",0.106291994,3,251.7162471,1327.231121,2449.960092
"M",1970,"70-O-m03","their","@","schwa","s","coronal","1332-70-O-m03-edia__434.146-437.946.wav",0.106291994,4,240.2745995,1315.789474,2448.512586
"M",1970,"70-O-m03","their","@","schwa","s","coronal","1332-70-O-m03-edia__434.146-437.946.wav",0.106291994,5,251.7162471,1315.789474,2437.070938
"M",1970,"70-O-m03","their","@","schwa","s","coronal","1332-70-O-m03-edia__434.146-437.946.wav",0.106291994,6,274.5995423,1327.231121,2425.629291
"M",1970,"70-O-m03","their","@","schwa","s","coronal","1332-70-O-m03-edia__434.146-437.946.wav",0.106291994,7,263.1578947,1327.231121,2449.014988
"M",1970,"70-O-m03","their","@","schwa","s","coronal","1332-70-O-m03-edia__434.146-437.946.wav",0.106291994,8,217.3913043,1327.231121,2425.629291
"M",1970,"70-O-m03","their","@","schwa","s","coronal","1332-70-O-m03-edia__434.146-437.946.wav",0.106291994,9,217.3913043,1315.789474,2379.8627
"M",1970,"70-O-m03","their","@","schwa","s","coronal","1332-70-O-m03-edia__434.146-437.946.wav",0.106291994,10,233.1801469,1315.789474,2345.537757
"M",1970,"70-O-m03","door","$","full","@","unrounded.vowel","1333-70-O-m03-edia__463.664-466.270.wav",0.261959118,0,363.1928701,1510.297483,2322.654462
"M",1970,"70-O-m03","door","$","full","@","unrounded.vowel","1333-70-O-m03-edia__463.664-466.270.wav",0.261959118,1,469.1075515,1410.228559,2196.796339
"M",1970,"70-O-m03","door","$","full","@","unrounded.vowel","1333-70-O-m03-edia__463.664-466.270.wav",0.261959118,2,469.1075515,1227.817719,2185.354691
"M",1970,"70-O-m03","door","$","full","@","unrounded.vowel","1333-70-O-m03-edia__463.664-466.270.wav",0.261959118,3,423.3409611,1106.928482,2219.679634
"M",1970,"70-O-m03","door","$","full","@","unrounded.vowel","1333-70-O-m03-edia__463.664-466.270.wav",0.261959118,4,423.3409611,1019.952677,2242.562929
"M",1970,"70-O-m03","door","$","full","@","unrounded.vowel","1333-70-O-m03-edia__463.664-466.270.wav",0.261959118,5,400.4576659,1018.306636,2242.562929
"M",1970,"70-O-m03","door","$","full","@","unrounded.vowel","1333-70-O-m03-edia__463.664-466.270.wav",0.261959118,6,400.4576659,1018.306636,2196.796339
"M",1970,"70-O-m03","door","$","full","@","unrounded.vowel","1333-70-O-m03-edia__463.664-466.270.wav",0.261959118,7,377.5743707,1029.748284,2196.796339
"M",1970,"70-O-m03","door","$","full","@","unrounded.vowel","1333-70-O-m03-edia__463.664-466.270.wav",0.261959118,8,377.5743707,1183.570518,2173.913043
"M",1970,"70-O-m03","door","$","full","@","unrounded.vowel","1333-70-O-m03-edia__463.664-466.270.wav",0.261959118,9,372.4326843,1258.581236,2129.69082
"M",1970,"70-O-m03","door","$","full","@","unrounded.vowel","1333-70-O-m03-edia__463.664-466.270.wav",0.261959118,10,308.9244851,1315.789474,2105.263158
"M",1970,"70-O-m03","are","@","schwa","_","palatal","1334-70-O-m03-edia__469.381-471.209.wav",0.222309792,0,320.3661327,1418.138233,2428.817105
"M",1970,"70-O-m03","are","@","schwa","_","palatal","1334-70-O-m03-edia__469.381-471.209.wav",0.222309792,1,308.9244851,1361.556064,2322.654462
"M",1970,"70-O-m03","are","@","schwa","_","palatal","1334-70-O-m03-edia__469.381-471.209.wav",0.222309792,2,354.6910755,1361.556064,2276.887872
"M",1970,"70-O-m03","are","@","schwa","_","palatal","1334-70-O-m03-edia__469.381-471.209.wav",0.222309792,3,400.4576659,1372.997712,2265.446224
"M",1970,"70-O-m03","are","@","schwa","_","palatal","1334-70-O-m03-edia__469.381-471.209.wav",0.222309792,4,414.9138882,1372.997712,2265.446224
